date,symbol,exchange,deal_type,side,client,qty,price
2026-06-22,MIDEASTP,BSE,bulk,BUY,SUJAL URVISHKUMAR SHAH,32000.0,37.96
2026-06-22,MIDEASTP,BSE,bulk,SELL,KISHOR AMICHAND SHAH,100000.0,37.96
2026-06-22,MYMUDRA,NSE,bulk,BUY,VIDHI MEHUL SHAH,99600,73.55
2026-06-22,MYMUDRA,NSE,bulk,SELL,PROFIN CAPITAL SERVICES LIMITED,141600,73.68
2026-06-22,NELCO,NSE,bulk,BUY,JUNOMONETA FINSOL PRIVATE LIMITED,130651,956.7
2026-06-22,NELCO,NSE,bulk,BUY,QE SECURITIES LLP,119446,951.83
2026-06-22,NELCO,NSE,bulk,SELL,QE SECURITIES LLP,114225,959.95
2026-06-22,NELCO,NSE,bulk,SELL,JUNOMONETA FINSOL PRIVATE LIMITED,131350,957.36
2026-06-22,NIITLTD,NSE,bulk,BUY,JUNOMONETA FINSOL PRIVATE LIMITED,994271,105.18
2026-06-22,NIITLTD,NSE,bulk,SELL,JUNOMONETA FINSOL PRIVATE LIMITED,994271,105.22
2026-06-22,NIKKIGL,BSE,bulk,BUY,GLASTON MARIO MENEZES,17235.0,21.82
2026-06-22,NOCIL,NSE,bulk,BUY,VICTUS ENTERPRISE LLP,1068822,188.78
2026-06-22,NOCIL,NSE,bulk,BUY,NEO APEX SHARE BROKING SERVICES LLP,1196190,190.26
2026-06-22,NOCIL,NSE,bulk,BUY,SETU SECURITIES PVT LTD,1494785,189.91
2026-06-22,NOCIL,NSE,bulk,SELL,SETU SECURITIES PVT LTD,1494785,190.81
2026-06-22,NOCIL,NSE,bulk,SELL,VICTUS ENTERPRISE LLP,68822,190.59
2026-06-22,NOCIL,NSE,bulk,SELL,NEO APEX SHARE BROKING SERVICES LLP,1196190,190.74
2026-06-22,OMNIPOTENT,BSE,bulk,SELL,SUMANTEKRIWAL,42000.0,2.53
2026-06-22,PASUFIN,BSE,bulk,SELL,ANISHA FINCAP CONSULTANTS LLP,99323.0,10.98
2026-06-22,PASUFIN,BSE,bulk,BUY,BRIJESH JITENDRA PAREKH,100000.0,10.98
2026-06-22,PGCRL,BSE,bulk,BUY,MIHIR NAVINCHANDRA SHAH,15000.0,131.5
2026-06-22,PGCRL,BSE,bulk,SELL,KRISHNA TRADE FINANCE,14400.0,131.92
2026-06-22,PGCRL,BSE,bulk,BUY,KRISHNA TRADE FINANCE,12000.0,131.44
2026-06-22,PPSL,NSE,bulk,SELL,DEEPA SHAILENDRA CHANDGOTHIA,195000,4.47
2026-06-22,PROCLB,BSE,bulk,SELL,JAYDEEP CHANDUBHAI KOTWANI,64924.0,30.17
2026-06-22,PROCLB,BSE,bulk,BUY,BHAVIK KISHORBHAI NATHAVANI,75000.0,30.17
2026-06-22,PULSRIN,BSE,bulk,BUY,SHARE INDIA SECURITIES LIMITED,2500005.0,0.57
2026-06-22,PULSRIN,BSE,bulk,SELL,SHARE INDIA SECURITIES LIMITED,2159818.0,0.58
2026-06-22,QFIL,NSE,bulk,BUY,TEJASVI  BHARGAVA,40000,57
2026-06-22,QFIL,NSE,bulk,SELL,SATELLITE DEVELOPERS PRIVATE LIMITED,46000,57
2026-06-22,RBA,NSE,bulk,BUY,QE SECURITIES LLP,3871385,79.11
2026-06-22,RBA,NSE,bulk,BUY,HRTI PRIVATE LIMITED,4233248,78.85
2026-06-22,RBA,NSE,bulk,BUY,MARWADI SHARES AND FINANCE LTD.,67391,78.9
2026-06-22,RBA,NSE,bulk,SELL,QE SECURITIES LLP,3885805,79.23
2026-06-22,RBA,NSE,bulk,SELL,MARWADI SHARES AND FINANCE LTD.,3167041,78.48
2026-06-22,RBA,NSE,bulk,SELL,HRTI PRIVATE LIMITED,5201407,78.91
2026-06-22,RHETAN,NSE,bulk,BUY,NIRAJ HARSUKHLAL SANGHAVI,4488175,28.08
2026-06-22,RHETAN,NSE,bulk,SELL,NIRAJ HARSUKHLAL SANGHAVI,4741029,29.01
2026-06-22,RMC,NSE,bulk,BUY,HRTI PRIVATE LIMITED,69383,353.04
2026-06-22,RMC,NSE,bulk,SELL,HRTI PRIVATE LIMITED,75397,350.67
2026-06-22,SAJHOTELS,NSE,bulk,SELL,REINA R JAISINGHANI,100000,29.54
2026-06-22,SHAKTIPR,BSE,bulk,SELL,BRIJESHJAMANBHAISANGHANI,150000.0,25.11
2026-06-22,SHAKTIPR,BSE,bulk,SELL,TRADE STATION VENTURES,200000.0,25.12
2026-06-22,SHAKTIPR,BSE,bulk,SELL,AMIT DHIRAJLAL MEHTA,400000.0,25.12
2026-06-22,SHAKTIPR,BSE,bulk,BUY,PATEL PRATIK,151820.0,24.7
2026-06-22,SHAKTIPR,BSE,bulk,SELL,PATEL PRATIK,8854.0,25.12
2026-06-22,SHAKTIPR,BSE,bulk,SELL,ABHISHEK PRAKASHCHAND CHHAJED,200000.0,25.12
2026-06-22,SHAKTIPR,BSE,bulk,SELL,MANOJ  KHANDELWAL,500000.0,25.12
2026-06-22,SHAKTIPR,BSE,bulk,SELL,HEMANG NAVINBHAI HARIA HUF,170000.0,25.12
2026-06-22,SHRINIWAS,BSE,bulk,BUY,GLASTON MARIO MENEZES,50000.0,9.61
2026-06-22,SHRINIWAS,BSE,bulk,SELL,PARMAR SANDIP BATUKBHAI,80900.0,9.61
2026-06-22,SINTERCOM,NSE,bulk,SELL,BELLWETHER CAPITAL PRIVATE LIMITED,182372,77.02
2026-06-22,SOFCOM,BSE,bulk,SELL,L7 HITECH PRIVATE LIMITED,151830.0,20.08
2026-06-22,SOUTHWEST,NSE,bulk,SELL,PIYUSH JAIN,454702,248.47
2026-06-22,SOUTHWEST,NSE,bulk,SELL,VIKAS JAIN,520000,248.95
2026-06-22,STARCOM,BSE,bulk,BUY,OCTASPACE REALCON PRIVATE LIMITED,197349.0,69.45
2026-06-22,STARCOM,BSE,bulk,SELL,ANTARA INDIA EVERGREEN FUND LTD,197399.0,69.45
2026-06-22,STARSOURCE,BSE,bulk,BUY,USHA JAWAHARLAL KALRO,9124.0,94.71
2026-06-22,STARSOURCE,BSE,bulk,SELL,USHA JAWAHARLAL KALRO,9124.0,98.23
2026-06-22,STYLEBAAZA,NSE,bulk,SELL,GIRIRAJ RATAN DAMANI,507152,326.4
2026-06-22,SUBROS,NSE,bulk,BUY,QE SECURITIES LLP,341188,855.85
2026-06-22,SUBROS,NSE,bulk,BUY,NK SECURITIES RESEARCH PRIVATE LIMITED,465638,852.92
2026-06-22,SUBROS,NSE,bulk,SELL,NK SECURITIES RESEARCH PRIVATE LIMITED,465638,853.44
2026-06-22,SUBROS,NSE,bulk,SELL,QE SECURITIES LLP,343075,846.6
2026-06-22,SUSAN,BSE,bulk,BUY,EPITOME TRADING AND INVESTMENTS,15000.0,215.3
2026-06-22,SUSAN,BSE,bulk,SELL,EPITOME TRADING AND INVESTMENTS,114000.0,213.91
2026-06-22,SWADHATURE,BSE,bulk,BUY,BARSHARANI  PANDA,50000.0,7.0
2026-06-22,SWADHATURE,BSE,bulk,SELL,HARDIK VINODBHAI GAJJAR,50000.0,7.0
2026-06-22,TFCILTD,NSE,bulk,BUY,F3 ADVISORS PRIVATE LIMITED,1848637,74.1
2026-06-22,TFCILTD,NSE,bulk,SELL,F3 ADVISORS PRIVATE LIMITED,3148637,74.41
2026-06-22,TRANSPACT,BSE,bulk,SELL,VISHAL MAHESH WAGHELA,11000.0,185.25
2026-06-22,TRANSPACT,BSE,bulk,SELL,VISHAL MAHESH WAGHELA,41500.0,185.96
2026-06-22,TRANSPACT,BSE,bulk,BUY,ALTIZEN VENTURES LLP,15500.0,185.68
2026-06-22,TRANSPACT,BSE,bulk,BUY,RG  HUF,30000.0,185.95
2026-06-22,TRANSPACT,BSE,bulk,BUY,R G FAMILY  TRUST,8000.0,185.95
2026-06-22,TTC,BSE,bulk,BUY,JINENDRA KUMAR JAIN,12000.0,230.1
2026-06-22,TTC,BSE,bulk,SELL,NEXT ORBIT VENTURES FUND,12900.0,230.88
2026-06-22,UCIL,BSE,bulk,BUY,VIKAS GOYAL,222890.0,99.75
2026-06-22,VASUDHAGAM,BSE,bulk,SELL,ARINDAM  DE,223864.0,0.9
2026-06-22,VIPULLTD,NSE,bulk,BUY,RATHOD MANOJ CHHAGANLAL HUF,1021502,11.42
2026-06-22,VIPULLTD,NSE,bulk,SELL,RATHOD MANOJ CHHAGANLAL HUF,1030502,11.66
2026-06-22,VISACHROME,NSE,bulk,BUY,ERISKA INVESTMENT FUND LTD,3644000,40.22
2026-06-22,VISACHROME,NSE,bulk,SELL,ASSETS CARE AND RECONSTRUCTION ENTERPRISE LIMITED,3754000,40.23
2026-06-22,YAAP,NSE,bulk,SELL,MINERVA VENTURES FUND,124000,180.72
2026-06-24,A1L,BSE,bulk,SELL,L7 HITECH PRIVATE LIMITED,3401225.0,7.66
2026-06-24,A1L,BSE,bulk,BUY,L7 HITECH PRIVATE LIMITED,2782859.0,7.73
2026-06-24,ABCOTS,BSE,bulk,SELL,IRAGE BROKING SERVICES LLP,39702.0,240.37
2026-06-24,ABCOTS,BSE,bulk,BUY,IRAGE BROKING SERVICES LLP,115922.0,244.94
2026-06-24,ADISHAKTI,BSE,bulk,BUY,PAWAN KUMAR AGARWAL,280000.0,14.62
2026-06-24,ADISHAKTI,BSE,bulk,SELL,ANCHAL  BANSAL,90000.0,14.07
2026-06-24,ADISHAKTI,BSE,bulk,SELL,RITIK,30000.0,14.21
2026-06-24,ADISHAKTI,BSE,bulk,BUY,ANCHAL  BANSAL,110000.0,13.88
2026-06-24,ADISHAKTI,BSE,bulk,BUY,RITIK,90000.0,13.92
2026-06-24,ADISHAKTI,BSE,bulk,SELL,PINE VIEW PORTFOLIO CONSULTANTS PRIVATE LIMITED,90000.0,14.65
2026-06-24,ADISHAKTI,BSE,bulk,SELL,ALPESH BABUBHAI BHALALA,140000.0,14.02
2026-06-24,ADSL,NSE,bulk,BUY,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,425192,130.77
2026-06-24,ADSL,NSE,bulk,SELL,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,425192,130.91
2026-06-24,AFCOM,BSE,bulk,SELL,THIAGARAJA,300000.0,1163.51
2026-06-24,ARMAN,BSE,bulk,SELL,OPPORTUNE EXIM PRIVATE LIMITED,54510.0,109.05
2026-06-24,ASCENSIVE,BSE,bulk,BUY,WEALTHWISE CAPITAL,290000.0,19.3
2026-06-24,ASHNI,BSE,bulk,SELL,PARAMOUNT INCORPORATION,6600000.0,3.4
2026-06-24,ASIANPAINT,NSE,block,BUY,THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MUTB400045794,100248,2661.2
2026-06-24,ASIANPAINT,NSE,block,SELL,THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MTBJ400045828,100248,2661.2
2026-06-24,ATALREAL,NSE,bulk,BUY,HRTI PRIVATE LIMITED,683238,30.38
2026-06-24,ATALREAL,NSE,bulk,BUY,ALTIZEN VENTURES LLP,1026356,30.35
2026-06-24,ATALREAL,NSE,bulk,BUY,ACME CAPITAL MARKET LIMITED,1849377,30.35
2026-06-24,ATALREAL,NSE,bulk,BUY,BULLPULSE MARKETEDGE PRIVATE LIMITED,1000000,30.3
2026-06-24,ATALREAL,NSE,bulk,SELL,HRTI PRIVATE LIMITED,396351,30.34
2026-06-24,ATALREAL,NSE,bulk,SELL,ALTIZEN VENTURES LLP,598720,30.35
2026-06-24,ATALREAL,NSE,bulk,SELL,NIMESH MAHENDRA SAVLA,625000,30.44
2026-06-24,ATALREAL,NSE,bulk,SELL,VISHAL MAHESH WAGHELA,1468381,30.43
2026-06-24,ATALREAL,NSE,bulk,SELL,BULLPULSE MARKETEDGE PRIVATE LIMITED,1000000,30.36
2026-06-24,ATALREAL,NSE,bulk,SELL,ACME CAPITAL MARKET LIMITED,1849377,30.32
2026-06-24,AUREATE,BSE,bulk,BUY,HEMANT  BAFNA,128000.0,34.99
2026-06-24,AUREATE,BSE,bulk,BUY,PARASRAMPURIA INFRASTRUCTURE LLP,174000.0,34.97
2026-06-24,AUREATE,BSE,bulk,SELL,VINEY GROWTH FUND,210000.0,33.96
2026-06-24,AUREATE,BSE,bulk,SELL,GIRIRAJ STOCK BROKING PRIVATE LIMITED,180000.0,33.88
2026-06-24,AUREATE,BSE,bulk,BUY,GIRIRAJ STOCK BROKING PRIVATE LIMITED,2000.0,32.0
2026-06-24,AXISBANK,NSE,block,BUY,THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MUTB400045794,184107,1363.5
2026-06-24,AXISBANK,NSE,block,SELL,THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MTBJ400045828,184107,1363.5
2026-06-24,BACPHAR,BSE,bulk,BUY,HASMUKH KARMIBHAI MARWADI,95000.0,41.85
2026-06-24,BACPHAR,BSE,bulk,SELL,MANUBHAI AMRUTLAL SHAH,224035.0,41.91
2026-06-24,BAJFINANCE,NSE,block,BUY,THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MUTB400045794,367127,962.4
2026-06-24,BAJFINANCE,NSE,block,SELL,THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MTBJ400045828,367127,962.4
2026-06-24,BEL,NSE,block,BUY,THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MUTB400045794,837516,420
2026-06-24,BEL,NSE,block,SELL,THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MTBJ400045828,837516,420
2026-06-24,BGIL,BSE,bulk,BUY,DEEPAK YALLAPPA MANE,75000.0,8.51
2026-06-24,BHARTIARTL,NSE,block,BUY,THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MUTB400045794,218882,1901.6
2026-06-24,BHARTIARTL,NSE,block,SELL,THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MTBJ400045828,218882,1901.6
2026-06-24,CGFL,BSE,bulk,SELL,DILIP NANJI CHHEDA,711897.0,29.79
2026-06-24,CGFL,BSE,bulk,BUY,DP GLOBAL WEALTH MANAGEMENT LLP,500000.0,29.68
2026-06-24,CGFL,BSE,bulk,BUY,DP GLOBAL WEALTH MANAGEMENT LLP,502060.0,29.88
2026-06-24,DANUBE,BSE,bulk,SELL,SURESHKUMAR GURUMUKHDAS UDHANI,792780.0,6.99
2026-06-24,DANUBE,BSE,bulk,BUY,KAMAL  GADALAY,823012.0,7.27
2026-06-24,DANUBE,BSE,bulk,BUY,BHUPATHI RAJU SAI SINDHURA,588028.0,7.63
2026-06-24,DELHIVERY,NSE,bulk,SELL,ALPHA WAVE VENTURES LP,7222400,460.36
2026-06-24,DELHIVERY,BSE,bulk,SELL,"ALPHA WAVE VENTURES, LP",7222400.0,460.03
2026-06-24,DHYAANITR,BSE,bulk,BUY,KAMLESHBHAI CHOITHRAM SUKHLANI,98000.0,4.98
2026-06-24,DIKSHA,BSE,bulk,BUY,SHREESHAY ENGINEERS LIMITED,250800.0,114.5
2026-06-24,DIKSHA,BSE,bulk,BUY,KESAR TRACOM INDIA LLP,86400.0,114.5
2026-06-24,DIKSHA,BSE,bulk,BUY,SAURASHTRA FINSTOCK PRIVATE LIMITED,99600.0,114.5
2026-06-24,DIKSHA,BSE,bulk,BUY,KUBER EQUITY SERVICES LLP,130800.0,114.5
2026-06-24,DIKSHA,BSE,bulk,BUY,VIKAS RAMESH MEHTA,97200.0,114.5
2026-06-24,DIKSHA,BSE,bulk,SELL,SHRENI SHARES LTD,8400.0,120.2
2026-06-24,DIKSHA,BSE,bulk,BUY,SHRENI SHARES LTD,120000.0,114.5
2026-06-24,DIKSHA,BSE,bulk,BUY,SMART HORIZON CAPITAL ADVISORS PRIVATE LIMITED,70800.0,114.5
2026-06-24,DIKSHA,BSE,bulk,BUY,BRIJESHKUMAR JYANTILAL PATEL,72000.0,114.5
2026-06-24,ENBETRD,BSE,bulk,SELL,SATISH KUMAR ANANTA SATYANARAYANA ANAPU,5000022.0,0.26
2026-06-24,ENBETRD,BSE,bulk,BUY,SATISH KUMAR ANANTA SATYANARAYANA ANAPU,4750000.0,0.26
2026-06-24,FALCONTECH,NSE,bulk,BUY,SHRISHTI AGRAWAL,9600,11.54
2026-06-24,FALCONTECH,NSE,bulk,BUY,N J SHARES & SECURITIES PVT.LTD.,48000,11.18
2026-06-24,FALCONTECH,NSE,bulk,SELL,N J SHARES & SECURITIES PVT.LTD.,48000,11.4
2026-06-24,FALCONTECH,NSE,bulk,SELL,SHRISHTI AGRAWAL,112800,11.19
2026-06-24,GBLOGISTIC,BSE,bulk,BUY,SUBODHCHANDRAGARAI,63600.0,32.84
2026-06-24,GBLOGISTIC,BSE,bulk,SELL,SATYAVIBHUMUPPANA,69600.0,32.79
2026-06-24,GCSL,NSE,bulk,BUY,MANSUKH SECURITIES & FINANCE LIMITED,132007,421.92
2026-06-24,GCSL,NSE,bulk,SELL,MANSUKH SECURITIES & FINANCE LIMITED,38386,419.62
2026-06-24,GEL,BSE,bulk,BUY,MAHESHKUMAR SUBHASHKUMAR JAIN,150000.0,33.2
2026-06-24,GEL,BSE,bulk,SELL,PARMESHWAR OJHA,501000.0,33.24
2026-06-24,GOCOLORS,NSE,bulk,BUY,RAMDOOT REALTORS PVT LTD,342769,388.87
2026-06-24,GOCOLORS,NSE,bulk,SELL,RAMDOOT REALTORS PVT LTD,326684,388.35
2026-06-24,GVPTECHPP,NSE,bulk,BUY,NIJINOY TRADING PRIVATE LIMITED,215200,1.61
2026-06-24,HARIKANTA,BSE,bulk,SELL,ALACRITY SECURITIES LIMITED,104400.0,68.2
2026-06-24,HARIKANTA,BSE,bulk,BUY,ALACRITY SECURITIES LIMITED,43200.0,68.4
2026-06-24,HDFCBANK,NSE,block,BUY,THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MUTB400045794,1013597,774.65
2026-06-24,HDFCBANK,NSE,block,SELL,THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MTBJ400045828,1013597,774.65
2026-06-24,HINDUNILVR,NSE,block,BUY,THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MUTB400045794,125199,2160.1
2026-06-24,HINDUNILVR,NSE,block,SELL,THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MTBJ400045828,125199,2160.1
2026-06-24,ICICIBANK,NSE,block,BUY,THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MUTB400045794,967959,1338.3
2026-06-24,ICICIBANK,NSE,block,SELL,THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MTBJ400045828,967959,1338.3
2026-06-24,IMPAL,BSE,bulk,BUY,GITA RAM,71559.0,1120.1
2026-06-24,IMPAL,BSE,bulk,SELL,PARI WASHINGTON COMPANY AC PARI WASHINGTON INDIA MASTER FUND LTD,122558.0,1120.1
2026-06-24,INFY,NSE,block,BUY,THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MUTB400045794,613120,1029.3
2026-06-24,INFY,NSE,block,SELL,THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MTBJ400045828,613120,1029.3
2026-06-24,JAYESH,NSE,bulk,BUY,PROGNOSIS SECURITIES PVT. LTD,57000,170.85
2026-06-24,JAYESH,NSE,bulk,SELL,PROGNOSIS SECURITIES PVT. LTD,61000,153.5
2026-06-24,JUPITERIN,BSE,bulk,SELL,UMESH MODI,90000.0,54.0
2026-06-24,JUPITERIN,BSE,bulk,BUY,SHIV PARVATI LEASING PRIVATE LIMITED,89933.0,54.0
2026-06-24,KRISHPP,NSE,bulk,BUY,TALISMAN SECURITIES PRIVATE LIMITED,26252,159.1
2026-06-24,LAMOSAIC,NSE,bulk,BUY,BRILLIANT ENTERPRISES,100200,33.71
2026-06-24,LAMOSAIC,NSE,bulk,BUY,KESAR TRACOM INDIA LLP,150000,33.68
2026-06-24,LAMOSAIC,NSE,bulk,SELL,VINOD JUTHALAL VISARIA,300000,33.67
2026-06-24,LESL,BSE,bulk,SELL,ANANT SECURITIES,996000.0,22.38
2026-06-24,LESL,BSE,bulk,BUY,COLOURSHINE HOSIERY PRIVATE LIMITED,1782000.0,22.0
2026-06-24,LESL,BSE,bulk,BUY,RAXITKUMAR  PATEL,858000.0,22.81
2026-06-24,LESL,BSE,bulk,BUY,INDIA FAST FORWARD ADVISORY SERVICES PRIVATE LIMITED,1110000.0,22.0
2026-06-24,LESL,BSE,bulk,BUY,DEEP HEALTH AI INDIA LIMITED,9030000.0,22.0
2026-06-24,LESL,BSE,bulk,BUY,HEMANG NAVINBHAI HARIA HUF,804000.0,22.0
2026-06-24,LT,NSE,block,BUY,THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MUTB400045794,122583,4179.4
2026-06-24,LT,NSE,block,SELL,THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MTBJ400045828,122583,4179.4
2026-06-24,M&M,NSE,block,BUY,THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MUTB400045794,128377,3037.3
2026-06-24,M&M,NSE,block,SELL,THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MTBJ400045828,128377,3037.3
2026-06-24,MAFIA,BSE,bulk,SELL,DIPTIBEN MUKESHBHAI PATEL,24000.0,5.2
2026-06-24,MANCREDIT,NSE,bulk,BUY,BULLPULSE MARKETEDGE PRIVATE LIMITED,119486,228.25
2026-06-24,MANCREDIT,NSE,bulk,SELL,BULLPULSE MARKETEDGE PRIVATE LIMITED,120238,232.54
2026-06-24,MARKOLINES,NSE,bulk,BUY,HI KLASS TRADING & INVESTMENT LIMITED,37800,174.02
2026-06-24,MARKOLINES,NSE,bulk,BUY,VISTAAR TRADING SERVICE PRIVATE LIMITED,182225,173.71
2026-06-24,MARKOLINES,NSE,bulk,BUY,HYPOTENUSE INVESTMENTS,245000,173
2026-06-24,MARKOLINES,NSE,bulk,SELL,HI KLASS TRADING & INVESTMENT LIMITED,432355,173.19
2026-06-24,MARKOLINES,NSE,bulk,SELL,VISTAAR TRADING SERVICE PRIVATE LIMITED,182225,173.98
2026-06-24,MHLXMIRU,NSE,bulk,BUY,NEO APEX VENTURE LLP,100517,130.2
2026-06-24,MHLXMIRU,NSE,bulk,BUY,SWAY FINANCIAL SERVICES,64752,136.58
2026-06-24,MHLXMIRU,NSE,bulk,BUY,D3 STOCK VISION LLP,69263,129
2026-06-24,MHLXMIRU,NSE,bulk,SELL,SWAY FINANCIAL SERVICES,9509,139.12
2026-06-24,MHLXMIRU,NSE,bulk,SELL,D3 STOCK VISION LLP,25988,128.23
2026-06-24,MHLXMIRU,NSE,bulk,SELL,NEO APEX VENTURE LLP,10411,130.34
2026-06-24,MHLXMIRU,NSE,bulk,SELL,NISHANT  PITTI,403611,132.01
2026-06-24,MIL,BSE,bulk,BUY,SAMIR DILIPKUMAR  SHAH,100000.0,31.6
2026-06-24,NAPSGLOBAL,BSE,bulk,BUY,RADHESHYAM MAKHARIA,105600.0,35.08
2026-06-24,NAPSGLOBAL,BSE,bulk,SELL,SHIVARJUN BYRAPANENI RAO,102400.0,35.0
2026-06-24,NARMADA,NSE,bulk,BUY,L7 HITECH PRIVATE LIMITED,50000,40
2026-06-24,NARMADA,NSE,bulk,BUY,MSB E TRADE SECURITIES LIMITED,370365,38.78
2026-06-24,NARMADA,NSE,bulk,SELL,CHANAKYA OPPORTUNITIES FUND I,453704,39.23
2026-06-24,NARMADA,NSE,bulk,SELL,SILLENIUM INFRA PROJECT PRIVATE LIMITED,400000,39.2
2026-06-24,NARMADA,NSE,bulk,SELL,L7 HITECH PRIVATE LIMITED,200000,38.71
2026-06-24,NARMADA,NSE,bulk,SELL,MSB E TRADE SECURITIES LIMITED,370365,38.69
2026-06-24,NARMADA,NSE,bulk,SELL,METASONI ALLOYS PVT LTD,200000,38.61
2026-06-24,NATHUEC,BSE,bulk,BUY,ATUL KUMAR GUPTA,23431.0,36.02
2026-06-24,NDRINVIT,NSE,bulk,BUY,N.D.R WAREHOUSING PRIVATE LIMITED,10000000,137
2026-06-24,NDRINVIT,NSE,bulk,BUY,NDR UNIVERSAL ENTERPRISES PRIVATE LIMITED,4625000,137
2026-06-24,NDRINVIT,NSE,bulk,SELL,INVESTCORP INDIA WAREHOUSING IFSC TRUST,14625000,137
2026-06-24,NDRINVIT,NSE,block,BUY,NDR UNIVERSAL ENTERPRISES PRIVATE LIMITED,4625000,137
2026-06-24,NDRINVIT,NSE,block,BUY,N.D.R WAREHOUSING PRIVATE LIMITED,10000000,137
2026-06-24,NDRINVIT,NSE,block,SELL,INVESTCORP INDIA WAREHOUSING IFSC TRUST,14625000,137
2026-06-24,NEELKAN,BSE,bulk,SELL,PRAVEENKUMAR JASRAJ KOTHARI,27000.0,44.99
2026-06-24,NIKKIGL,BSE,bulk,SELL,MANDAKINIBEN PRADYUMANBHAI PATEL,75692.0,22.27
2026-06-24,NIKKIGL,BSE,bulk,BUY,NIRBHARANTAGARWAL,17500.0,21.92
2026-06-24,NOVUS,BSE,bulk,BUY,YASH HITESH PATEL,137000.0,146.0
2026-06-24,PACEDIGITK,NSE,bulk,BUY,JUNOMONETA FINSOL PRIVATE LIMITED,1565449,212.42
2026-06-24,PACEDIGITK,NSE,bulk,SELL,JUNOMONETA FINSOL PRIVATE LIMITED,1568882,212.49
2026-06-24,PINELABS,NSE,bulk,BUY,HRTI PRIVATE LIMITED,6089510,157.83
2026-06-24,PINELABS,NSE,bulk,SELL,HRTI PRIVATE LIMITED,4826954,157.68
2026-06-24,PINELABS,BSE,bulk,BUY,AXIS MUTUAL FUND,9615267.0,154.0
2026-06-24,PINELABS,BSE,bulk,SELL,ACTIS PINE LABS INVESTMENT HOLDINGS LIMITED,23909033.0,155.17
2026-06-24,POWERGRID,NSE,block,BUY,THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MUTB400045794,1028059,291.95
2026-06-24,POWERGRID,NSE,block,SELL,THE MTBJ LTD. AS TRST FOR GOVRNMNT PENSION INVSTMNT FUND MTBJ400045828,1028059,291.95
2026-06-24,PRABHHANS,BSE,bulk,SELL,MITRA HOLDINGS,76580.0,46.07
2026-06-24,PROFINC,BSE,bulk,BUY,L7 HITECH PRIVATE LIMITED,8697527.0,2.86
2026-06-24,PROFINC,BSE,bulk,SELL,RAMESH SAWALRAM SARAOGI,12000000.0,2.86
2026-06-24,RAMCOSYS,NSE,bulk,BUY,NK SECURITIES RESEARCH PRIVATE LIMITED,244877,637.53
2026-06-24,RAMCOSYS,NSE,bulk,BUY,JUNOMONETA FINSOL PRIVATE LIMITED,539307,639.76
2026-06-24,RAMCOSYS,NSE,bulk,BUY,QE SECURITIES LLP,324778,641.15
2026-06-24,RAMCOSYS,NSE,bulk,BUY,HRTI PRIVATE LIMITED,219662,639.51
2026-06-24,RAMCOSYS,NSE,bulk,BUY,MICROCURVES TRADING PRIVATE LIMITED,307016,642.31
2026-06-24,RAMCOSYS,NSE,bulk,SELL,JUNOMONETA FINSOL PRIVATE LIMITED,535251,640.22
2026-06-24,RAMCOSYS,NSE,bulk,SELL,QE SECURITIES LLP,326675,640.53
2026-06-24,RAMCOSYS,NSE,bulk,SELL,NK SECURITIES RESEARCH PRIVATE LIMITED,245144,637.94
2026-06-24,RAMCOSYS,NSE,bulk,SELL,MICROCURVES TRADING PRIVATE LIMITED,307016,642.82
