[E 260625 10:00:14 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'ce:00:7b:8c:75:79', 'Accept': 'application/json', 'X-PrivateKey': 'zRceTezC', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '24308', 'interval': 'ONE_DAY', 'fromdate': '2025-05-25 09:15', 'todate': '2026-06-25 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1021', 'status': False, 'data': None}
[E 260625 10:24:29 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'ce:00:7b:8c:75:79', 'Accept': 'application/json', 'X-PrivateKey': 'zRceTezC', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BSE', 'symboltoken': '541006', 'interval': 'ONE_DAY', 'fromdate': '2025-05-25 09:15', 'todate': '2026-06-25 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1021', 'status': False, 'data': None}
[E 260625 10:25:29 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'ce:00:7b:8c:75:79', 'Accept': 'application/json', 'X-PrivateKey': 'zRceTezC', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BSE', 'symboltoken': '543806', 'interval': 'ONE_DAY', 'fromdate': '2025-05-25 09:15', 'todate': '2026-06-25 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1021', 'status': False, 'data': None}
[E 260625 10:25:29 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'ce:00:7b:8c:75:79', 'Accept': 'application/json', 'X-PrivateKey': 'zRceTezC', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BSE', 'symboltoken': '543799', 'interval': 'ONE_DAY', 'fromdate': '2025-05-25 09:15', 'todate': '2026-06-25 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1021', 'status': False, 'data': None}
[E 260625 10:25:29 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'ce:00:7b:8c:75:79', 'Accept': 'application/json', 'X-PrivateKey': 'zRceTezC', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BSE', 'symboltoken': '543804', 'interval': 'ONE_DAY', 'fromdate': '2025-05-25 09:15', 'todate': '2026-06-25 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1021', 'status': False, 'data': None}
[E 260625 10:26:29 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'ce:00:7b:8c:75:79', 'Accept': 'application/json', 'X-PrivateKey': 'zRceTezC', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BSE', 'symboltoken': '544270', 'interval': 'ONE_DAY', 'fromdate': '2025-05-25 09:15', 'todate': '2026-06-25 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1021', 'status': False, 'data': None}
[E 260625 10:26:29 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'ce:00:7b:8c:75:79', 'Accept': 'application/json', 'X-PrivateKey': 'zRceTezC', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BSE', 'symboltoken': '544259', 'interval': 'ONE_DAY', 'fromdate': '2025-05-25 09:15', 'todate': '2026-06-25 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1021', 'status': False, 'data': None}
[E 260625 10:26:29 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'ce:00:7b:8c:75:79', 'Accept': 'application/json', 'X-PrivateKey': 'zRceTezC', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BSE', 'symboltoken': '544269', 'interval': 'ONE_DAY', 'fromdate': '2025-05-25 09:15', 'todate': '2026-06-25 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1021', 'status': False, 'data': None}
[E 260625 10:27:28 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'ce:00:7b:8c:75:79', 'Accept': 'application/json', 'X-PrivateKey': 'zRceTezC', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BSE', 'symboltoken': '544541', 'interval': 'ONE_DAY', 'fromdate': '2025-05-25 09:15', 'todate': '2026-06-25 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1021', 'status': False, 'data': None}
[E 260625 10:27:29 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'ce:00:7b:8c:75:79', 'Accept': 'application/json', 'X-PrivateKey': 'zRceTezC', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BSE', 'symboltoken': '544520', 'interval': 'ONE_DAY', 'fromdate': '2025-05-25 09:15', 'todate': '2026-06-25 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1021', 'status': False, 'data': None}
[E 260625 10:27:29 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'ce:00:7b:8c:75:79', 'Accept': 'application/json', 'X-PrivateKey': 'zRceTezC', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BSE', 'symboltoken': '544539', 'interval': 'ONE_DAY', 'fromdate': '2025-05-25 09:15', 'todate': '2026-06-25 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1021', 'status': False, 'data': None}
[E 260625 10:27:29 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'ce:00:7b:8c:75:79', 'Accept': 'application/json', 'X-PrivateKey': 'zRceTezC', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BSE', 'symboltoken': '544542', 'interval': 'ONE_DAY', 'fromdate': '2025-05-25 09:15', 'todate': '2026-06-25 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1021', 'status': False, 'data': None}
